SL,Division Code,Division Name,District Code,District Name,Upazilla Code,Upazilla Name,Union code,Union name,Total Population
1.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,01,Ward No-01,5339
2.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,02,Ward No-02,5406
3.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,03,Ward No-03,7688
4.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,04,Ward No-04,4530
5.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,05,Ward No-05,4297
6.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,06,Ward No-06,3869
7.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,07,Ward No-07,5210
8.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,08,Ward No-08,7394
9.,40,Khulna,01,Bagerhat,08,Bagerhat Sadar,09,Ward No-09,5340
10.,40,Khulna,01,Bagerhat,58,Mongla,02,Ward No-02,4156
11.,40,Khulna,01,Bagerhat,58,Mongla,03,Ward No-03,3117
12.,40,Khulna,01,Bagerhat,58,Mongla,04,Ward No-04,6945
13.,40,Khulna,01,Bagerhat,58,Mongla,05,Ward No-05,1841
14.,40,Khulna,01,Bagerhat,58,Mongla,06,Ward No-06,2750
15.,40,Khulna,01,Bagerhat,58,Mongla,07,Ward No-07,7032
16.,40,Khulna,01,Bagerhat,58,Mongla,08,Ward No-08,3634
17.,40,Khulna,01,Bagerhat,58,Mongla,09,Ward No-09,4701
18.,40,Khulna,01,Bagerhat,60,Morrelganj,01,Ward No-01,2370
19.,40,Khulna,01,Bagerhat,60,Morrelganj,02,Ward No-02,2431
20.,40,Khulna,01,Bagerhat,60,Morrelganj,03,Ward No-03,2504
21.,40,Khulna,01,Bagerhat,60,Morrelganj,04,Ward No-04,2917
22.,40,Khulna,01,Bagerhat,60,Morrelganj,05,Ward No-05,2728
23.,40,Khulna,01,Bagerhat,60,Morrelganj,06,Ward No-06,2781
24.,40,Khulna,01,Bagerhat,60,Morrelganj,07,Ward No-07,2490
25.,40,Khulna,01,Bagerhat,60,Morrelganj,08,Ward No-08,1742
26.,40,Khulna,01,Bagerhat,60,Morrelganj,09,Ward No-09,1778
27.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,01,Ward No-01,3996
28.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,02,Ward No-02,4511
29.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,03,Ward No-03,3561
30.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,04,Ward No-04,3507
31.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,05,Ward No-05,5395
32.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,06,Ward No-06,7424
33.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,07,Ward No-07,3656
34.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,08,Ward No-08,3654
35.,20,Chittagong,03,Bandarban,14,Bandarban Sadar,09,Ward No-09,5730
36.,20,Chittagong,03,Bandarban,51,Lama,01,Ward No-01,1318
37.,20,Chittagong,03,Bandarban,51,Lama,02,Ward No-02,1804
38.,20,Chittagong,03,Bandarban,51,Lama,03,Ward No-03,1915
39.,20,Chittagong,03,Bandarban,51,Lama,04,Ward No-04,2608
40.,20,Chittagong,03,Bandarban,51,Lama,05,Ward No-05,2367
41.,20,Chittagong,03,Bandarban,51,Lama,06,Ward No-06,2180
42.,20,Chittagong,03,Bandarban,51,Lama,07,Ward No-07,2773
43.,20,Chittagong,03,Bandarban,51,Lama,08,Ward No-08,2129
44.,20,Chittagong,03,Bandarban,51,Lama,09,Ward No-09,1920
45.,10,Barisal,04,Barguna,09,Amtali,01,Ward No-01,-
46.,10,Barisal,04,Barguna,09,Amtali,02,Ward No-02,-
47.,10,Barisal,04,Barguna,09,Amtali,03,Ward No-03,-
48.,10,Barisal,04,Barguna,09,Amtali,04,Ward No-04,-
49.,10,Barisal,04,Barguna,09,Amtali,05,Ward No-05,-
50.,10,Barisal,04,Barguna,09,Amtali,06,Ward No-06,-
51.,10,Barisal,04,Barguna,09,Amtali,07,Ward No-07,-
52.,10,Barisal,04,Barguna,09,Amtali,08,Ward No-08,-
53.,10,Barisal,04,Barguna,09,Amtali,09,Ward No-09,-
54.,10,Barisal,04,Barguna,28,Barguna Sadar,01,Ward No-01,-
55.,10,Barisal,04,Barguna,28,Barguna Sadar,02,Ward No-02,-
56.,10,Barisal,04,Barguna,28,Barguna Sadar,03,Ward No-03,-
57.,10,Barisal,04,Barguna,28,Barguna Sadar,04,Ward No-04,-
58.,10,Barisal,04,Barguna,28,Barguna Sadar,05,Ward No-05,-
59.,10,Barisal,04,Barguna,28,Barguna Sadar,06,Ward No-06,-
60.,10,Barisal,04,Barguna,28,Barguna Sadar,07,Ward No-07,-
61.,10,Barisal,04,Barguna,28,Barguna Sadar,08,Ward No-08,-
62.,10,Barisal,04,Barguna,28,Barguna Sadar,09,Ward No-09,-
63.,10,Barisal,04,Barguna,47,Betagi,01,Ward No-01,830
64.,10,Barisal,04,Barguna,47,Betagi,02,Ward No-02,941
65.,10,Barisal,04,Barguna,47,Betagi,03,Ward No-03,-
66.,10,Barisal,04,Barguna,47,Betagi,04,Ward No-04,915
67.,10,Barisal,04,Barguna,47,Betagi,05,Ward No-05,-
68.,10,Barisal,04,Barguna,47,Betagi,06,Ward No-06,965
69.,10,Barisal,04,Barguna,47,Betagi,07,Ward No-07,-
70.,10,Barisal,04,Barguna,47,Betagi,08,Ward No-08,-
71.,10,Barisal,04,Barguna,47,Betagi,09,Ward No-09,722
72.,10,Barisal,04,Barguna,85,Patharghata,01,Ward No-01,-
73.,10,Barisal,04,Barguna,85,Patharghata,02,Ward No-02,-
74.,10,Barisal,04,Barguna,85,Patharghata,03,Ward No-03,-
75.,10,Barisal,04,Barguna,85,Patharghata,04,Ward No-04,-
76.,10,Barisal,04,Barguna,85,Patharghata,05,Ward No-05,-
77.,10,Barisal,04,Barguna,85,Patharghata,06,Ward No-06,-
78.,10,Barisal,04,Barguna,85,Patharghata,07,Ward No-07,-
79.,10,Barisal,04,Barguna,85,Patharghata,08,Ward No-08,-
80.,10,Barisal,04,Barguna,85,Patharghata,09,Ward No-09,-
81.,10,Barisal,06,Barisal,07,Bakerganj,01,Ward No-01,2402
82.,10,Barisal,06,Barisal,07,Bakerganj,02,Ward No-02,1249
83.,10,Barisal,06,Barisal,07,Bakerganj,03,Ward No-03,1193
84.,10,Barisal,06,Barisal,07,Bakerganj,04,Ward No-04,1840
85.,10,Barisal,06,Barisal,07,Bakerganj,05,Ward No-05,2095
86.,10,Barisal,06,Barisal,07,Bakerganj,06,Ward No-06,2491
87.,10,Barisal,06,Barisal,07,Bakerganj,07,Ward No-07,1738
88.,10,Barisal,06,Barisal,07,Bakerganj,08,Ward No-08,1169
89.,10,Barisal,06,Barisal,07,Bakerganj,09,Ward No-09,1241
90.,10,Barisal,06,Barisal,10,Banari Para,01,Ward No-01,1770
91.,10,Barisal,06,Barisal,10,Banari Para,02,Ward No-02,1459
92.,10,Barisal,06,Barisal,10,Banari Para,03,Ward No-03,991
93.,10,Barisal,06,Barisal,10,Banari Para,04,Ward No-04,1220
94.,10,Barisal,06,Barisal,10,Banari Para,05,Ward No-05,1032
95.,10,Barisal,06,Barisal,10,Banari Para,06,Ward No-06,870
96.,10,Barisal,06,Barisal,10,Banari Para,07,Ward No-07,536
97.,10,Barisal,06,Barisal,10,Banari Para,08,Ward No-08,882
98.,10,Barisal,06,Barisal,10,Banari Para,09,Ward No-09,1606
99.,10,Barisal,06,Barisal,32,Gaurnadi,01,Ward No-01,6376
100.,10,Barisal,06,Barisal,32,Gaurnadi,02,Ward No-02,4298
101.,10,Barisal,06,Barisal,32,Gaurnadi,03,Ward No-03,4114
102.,10,Barisal,06,Barisal,32,Gaurnadi,04,Ward No-04,3971
103.,10,Barisal,06,Barisal,32,Gaurnadi,05,Ward No-05,5737
104.,10,Barisal,06,Barisal,32,Gaurnadi,06,Ward No-06,4987
105.,10,Barisal,06,Barisal,32,Gaurnadi,07,Ward No-07,4776
106.,10,Barisal,06,Barisal,32,Gaurnadi,08,Ward No-08,4428
107.,10,Barisal,06,Barisal,32,Gaurnadi,09,Ward No-09,3751
108.,10,Barisal,06,Barisal,51,Barisal Sadar,01,Ward No-01,14768
109.,10,Barisal,06,Barisal,51,Barisal Sadar,02,Ward No-02,13888
110.,10,Barisal,06,Barisal,51,Barisal Sadar,03,Ward No-03,11634
111.,10,Barisal,06,Barisal,51,Barisal Sadar,04,Ward No-04,12695
112.,10,Barisal,06,Barisal,51,Barisal Sadar,05,Ward No-05,18740
113.,10,Barisal,06,Barisal,51,Barisal Sadar,06,Ward No-06,13818
114.,10,Barisal,06,Barisal,51,Barisal Sadar,07,Ward No-07,10284
115.,10,Barisal,06,Barisal,51,Barisal Sadar,08,Ward No-08,7297
116.,10,Barisal,06,Barisal,51,Barisal Sadar,09,Ward No-09,6790
117.,10,Barisal,06,Barisal,51,Barisal Sadar,10,Ward No-10,8328
118.,10,Barisal,06,Barisal,51,Barisal Sadar,11,Ward No-11,14611
119.,10,Barisal,06,Barisal,51,Barisal Sadar,12,Ward No-12,5791
120.,10,Barisal,06,Barisal,51,Barisal Sadar,13,Ward No-13,9700
121.,10,Barisal,06,Barisal,51,Barisal Sadar,14,Ward No-14,8321
122.,10,Barisal,06,Barisal,51,Barisal Sadar,15,Ward No-15,11196
123.,10,Barisal,06,Barisal,51,Barisal Sadar,16,Ward No-16,6360
124.,10,Barisal,06,Barisal,51,Barisal Sadar,17,Ward No-17,6171
125.,10,Barisal,06,Barisal,51,Barisal Sadar,18,Ward No-18,8119
126.,10,Barisal,06,Barisal,51,Barisal Sadar,19,Ward No-19,13695
127.,10,Barisal,06,Barisal,51,Barisal Sadar,20,Ward No-20,8802
128.,10,Barisal,06,Barisal,51,Barisal Sadar,21,Ward No-21,9007
129.,10,Barisal,06,Barisal,51,Barisal Sadar,22,Ward No-22,9409
130.,10,Barisal,06,Barisal,51,Barisal Sadar,23,Ward No-23,14765
131.,10,Barisal,06,Barisal,51,Barisal Sadar,24,Ward No-24,19904
132.,10,Barisal,06,Barisal,51,Barisal Sadar,25,Ward No-25,14523
133.,10,Barisal,06,Barisal,51,Barisal Sadar,26,Ward No-26,10132
134.,10,Barisal,06,Barisal,51,Barisal Sadar,27,Ward No-27,7440
135.,10,Barisal,06,Barisal,51,Barisal Sadar,28,Ward No-28,8947
136.,10,Barisal,06,Barisal,51,Barisal Sadar,29,Ward No-29,15140
137.,10,Barisal,06,Barisal,51,Barisal Sadar,30,Ward No-30,8003
138.,10,Barisal,06,Barisal,62,Mehendiganj,01,Ward No-01,4401
139.,10,Barisal,06,Barisal,62,Mehendiganj,02,Ward No-02,2605
140.,10,Barisal,06,Barisal,62,Mehendiganj,03,Ward No-03,2922
141.,10,Barisal,06,Barisal,62,Mehendiganj,04,Ward No-04,3029
142.,10,Barisal,06,Barisal,62,Mehendiganj,05,Ward No-05,3605
143.,10,Barisal,06,Barisal,62,Mehendiganj,06,Ward No-06,3562
144.,10,Barisal,06,Barisal,62,Mehendiganj,07,Ward No-07,3046
145.,10,Barisal,06,Barisal,62,Mehendiganj,08,Ward No-08,3910
146.,10,Barisal,06,Barisal,62,Mehendiganj,09,Ward No-09,2987
147.,10,Barisal,06,Barisal,69,Muladi,01,Ward No-01,1091
148.,10,Barisal,06,Barisal,69,Muladi,02,Ward No-02,2028
149.,10,Barisal,06,Barisal,69,Muladi,03,Ward No-03,2962
150.,10,Barisal,06,Barisal,69,Muladi,04,Ward No-04,3266
151.,10,Barisal,06,Barisal,69,Muladi,05,Ward No-05,2133
152.,10,Barisal,06,Barisal,69,Muladi,06,Ward No-06,3712
153.,10,Barisal,06,Barisal,69,Muladi,07,Ward No-07,2290
154.,10,Barisal,06,Barisal,69,Muladi,08,Ward No-08,1421
155.,10,Barisal,06,Barisal,69,Muladi,09,Ward No-09,1587
156.,10,Barisal,09,Bhola,18,Bhola Sadar,01,Ward No-01,5319
157.,10,Barisal,09,Bhola,18,Bhola Sadar,02,Ward No-02,4132
158.,10,Barisal,09,Bhola,18,Bhola Sadar,03,Ward No-03,6290
159.,10,Barisal,09,Bhola,18,Bhola Sadar,04,Ward No-04,7447
160.,10,Barisal,09,Bhola,18,Bhola Sadar,05,Ward No-05,4918
161.,10,Barisal,09,Bhola,18,Bhola Sadar,06,Ward No-06,4630
162.,10,Barisal,09,Bhola,18,Bhola Sadar,07,Ward No-07,4528
163.,10,Barisal,09,Bhola,18,Bhola Sadar,08,Ward No-08,5229
164.,10,Barisal,09,Bhola,18,Bhola Sadar,09,Ward No-09,4984
165.,10,Barisal,09,Bhola,21,Burhanuddin,01,Ward No-01,1045
166.,10,Barisal,09,Bhola,21,Burhanuddin,02,Ward No-02,1177
167.,10,Barisal,09,Bhola,21,Burhanuddin,03,Ward No-03,1101
168.,10,Barisal,09,Bhola,21,Burhanuddin,04,Ward No-04,1608
169.,10,Barisal,09,Bhola,21,Burhanuddin,05,Ward No-05,1426
170.,10,Barisal,09,Bhola,21,Burhanuddin,06,Ward No-06,2536
171.,10,Barisal,09,Bhola,21,Burhanuddin,07,Ward No-07,2240
172.,10,Barisal,09,Bhola,21,Burhanuddin,08,Ward No-08,1027
173.,10,Barisal,09,Bhola,21,Burhanuddin,09,Ward No-09,950
174.,10,Barisal,09,Bhola,25,Char Fasson,01,Ward No-01,2076
175.,10,Barisal,09,Bhola,25,Char Fasson,02,Ward No-02,1590
176.,10,Barisal,09,Bhola,25,Char Fasson,03,Ward No-03,1774
177.,10,Barisal,09,Bhola,25,Char Fasson,04,Ward No-04,2316
178.,10,Barisal,09,Bhola,25,Char Fasson,05,Ward No-05,3105
179.,10,Barisal,09,Bhola,25,Char Fasson,06,Ward No-06,2092
180.,10,Barisal,09,Bhola,25,Char Fasson,07,Ward No-07,1460
181.,10,Barisal,09,Bhola,25,Char Fasson,08,Ward No-08,2232
182.,10,Barisal,09,Bhola,25,Char Fasson,09,Ward No-09,2950
183.,10,Barisal,09,Bhola,29,Daulat Khan,01,Ward No-01,1501
184.,10,Barisal,09,Bhola,29,Daulat Khan,02,Ward No-02,2759
185.,10,Barisal,09,Bhola,29,Daulat Khan,03,Ward No-03,2525
186.,10,Barisal,09,Bhola,29,Daulat Khan,04,Ward No-04,1302
187.,10,Barisal,09,Bhola,29,Daulat Khan,05,Ward No-05,813
188.,10,Barisal,09,Bhola,29,Daulat Khan,06,Ward No-06,1196
189.,10,Barisal,09,Bhola,29,Daulat Khan,07,Ward No-07,1738
190.,10,Barisal,09,Bhola,29,Daulat Khan,08,Ward No-08,1997
191.,10,Barisal,09,Bhola,29,Daulat Khan,09,Ward No-09,2897
192.,10,Barisal,09,Bhola,54,Lalmohan,01,Ward No-01,1338
193.,10,Barisal,09,Bhola,54,Lalmohan,02,Ward No-02,1692
194.,10,Barisal,09,Bhola,54,Lalmohan,03,Ward No-03,2047
195.,10,Barisal,09,Bhola,54,Lalmohan,04,Ward No-04,2737
196.,10,Barisal,09,Bhola,54,Lalmohan,05,Ward No-05,2557
197.,10,Barisal,09,Bhola,54,Lalmohan,06,Ward No-06,3110
198.,10,Barisal,09,Bhola,54,Lalmohan,07,Ward No-07,1638
199.,10,Barisal,09,Bhola,54,Lalmohan,08,Ward No-08,3232
200.,10,Barisal,09,Bhola,54,Lalmohan,09,Ward No-09,2171
201.,50,Rajshahi,10,Bogra,06,Adamdighi,01,Ward No-01,4330
202.,50,Rajshahi,10,Bogra,06,Adamdighi,02,Ward No-02,3460
203.,50,Rajshahi,10,Bogra,06,Adamdighi,03,Ward No-03,3661
204.,50,Rajshahi,10,Bogra,06,Adamdighi,04,Ward No-04,3260
205.,50,Rajshahi,10,Bogra,06,Adamdighi,05,Ward No-05,4023
206.,50,Rajshahi,10,Bogra,06,Adamdighi,06,Ward No-06,3160
207.,50,Rajshahi,10,Bogra,06,Adamdighi,07,Ward No-07,3806
208.,50,Rajshahi,10,Bogra,06,Adamdighi,08,Ward No-08,3025
209.,50,Rajshahi,10,Bogra,06,Adamdighi,09,Ward No-09,2312
210.,50,Rajshahi,10,Bogra,20,Bogra Sadar,01,Ward No-01,22316
211.,50,Rajshahi,10,Bogra,20,Bogra Sadar,02,Ward No-02,18048
212.,50,Rajshahi,10,Bogra,20,Bogra Sadar,03,Ward No-03,12562
213.,50,Rajshahi,10,Bogra,20,Bogra Sadar,04,Ward No-04,19524
214.,50,Rajshahi,10,Bogra,20,Bogra Sadar,05,Ward No-05,9933
215.,50,Rajshahi,10,Bogra,20,Bogra Sadar,06,Ward No-06,13794
216.,50,Rajshahi,10,Bogra,20,Bogra Sadar,07,Ward No-07,12293
217.,50,Rajshahi,10,Bogra,20,Bogra Sadar,08,Ward No-08,18785
218.,50,Rajshahi,10,Bogra,20,Bogra Sadar,09,Ward No-09,11855
219.,50,Rajshahi,10,Bogra,20,Bogra Sadar,10,Ward No-10,11115
220.,50,Rajshahi,10,Bogra,20,Bogra Sadar,11,Ward No-11,17577
221.,50,Rajshahi,10,Bogra,20,Bogra Sadar,12,Ward No-12,25493
222.,50,Rajshahi,10,Bogra,20,Bogra Sadar,14,Ward No-14,17278
223.,50,Rajshahi,10,Bogra,20,Bogra Sadar,15,Ward No-15,28143
224.,50,Rajshahi,10,Bogra,20,Bogra Sadar,16,Ward No-16,15812
225.,50,Rajshahi,10,Bogra,20,Bogra Sadar,17,Ward No-17,20464
226.,50,Rajshahi,10,Bogra,20,Bogra Sadar,18,Ward No-18,13163
227.,50,Rajshahi,10,Bogra,20,Bogra Sadar,19,Ward No-19,21852
228.,50,Rajshahi,10,Bogra,20,Bogra Sadar,20,Ward No-20,33580
229.,50,Rajshahi,10,Bogra,20,Bogra Sadar,21,Ward No-21 (Part),6810
230.,50,Rajshahi,10,Bogra,27,Dhunat,01,Ward No-01,1405
231.,50,Rajshahi,10,Bogra,27,Dhunat,02,Ward No-02,1428
232.,50,Rajshahi,10,Bogra,27,Dhunat,03,Ward No-03,1835
233.,50,Rajshahi,10,Bogra,27,Dhunat,04,Ward No-04,2047
234.,50,Rajshahi,10,Bogra,27,Dhunat,05,Ward No-05,3175
235.,50,Rajshahi,10,Bogra,27,Dhunat,06,Ward No-06,1451
236.,50,Rajshahi,10,Bogra,27,Dhunat,07,Ward No-07,422
237.,50,Rajshahi,10,Bogra,27,Dhunat,08,Ward No-08,1049
238.,50,Rajshahi,10,Bogra,27,Dhunat,09,Ward No-09,1394
239.,50,Rajshahi,10,Bogra,33,Dhupchanchia,01,Ward No-01,3147
240.,50,Rajshahi,10,Bogra,33,Dhupchanchia,02,Ward No-02,3381
241.,50,Rajshahi,10,Bogra,33,Dhupchanchia,03,Ward No-03,3210
242.,50,Rajshahi,10,Bogra,33,Dhupchanchia,04,Ward No-04,1836
243.,50,Rajshahi,10,Bogra,33,Dhupchanchia,05,Ward No-05,2120
244.,50,Rajshahi,10,Bogra,33,Dhupchanchia,06,Ward No-06,2601
245.,50,Rajshahi,10,Bogra,33,Dhupchanchia,07,Ward No-07,2040
246.,50,Rajshahi,10,Bogra,33,Dhupchanchia,08,Ward No-08,2430
247.,50,Rajshahi,10,Bogra,33,Dhupchanchia,09,Ward No-09,1641
248.,50,Rajshahi,10,Bogra,40,Gabtali,01,Ward No-01,2339
249.,50,Rajshahi,10,Bogra,40,Gabtali,02,Ward No-02,2960
250.,50,Rajshahi,10,Bogra,40,Gabtali,03,Ward No-03,2802
251.,50,Rajshahi,10,Bogra,40,Gabtali,04,Ward No-04,2616
252.,50,Rajshahi,10,Bogra,40,Gabtali,05,Ward No-05,2107
253.,50,Rajshahi,10,Bogra,40,Gabtali,06,Ward No-06,1926
254.,50,Rajshahi,10,Bogra,40,Gabtali,07,Ward No-07,2092
255.,50,Rajshahi,10,Bogra,40,Gabtali,08,Ward No-08,2254
256.,50,Rajshahi,10,Bogra,40,Gabtali,09,Ward No-09,2359
257.,50,Rajshahi,10,Bogra,54,Kahaloo,01,Ward No-01,968
258.,50,Rajshahi,10,Bogra,54,Kahaloo,02,Ward No-02,2107
259.,50,Rajshahi,10,Bogra,54,Kahaloo,03,Ward No-03,1588
260.,50,Rajshahi,10,Bogra,54,Kahaloo,04,Ward No-04,1707
261.,50,Rajshahi,10,Bogra,54,Kahaloo,05,Ward No-05,1262
262.,50,Rajshahi,10,Bogra,54,Kahaloo,06,Ward No-06,1666
263.,50,Rajshahi,10,Bogra,54,Kahaloo,07,Ward No-07,1609
264.,50,Rajshahi,10,Bogra,54,Kahaloo,08,Ward No-08,1494
265.,50,Rajshahi,10,Bogra,54,Kahaloo,09,Ward No-09,1486
266.,50,Rajshahi,10,Bogra,67,Nandigram,01,Ward No-01,2499
267.,50,Rajshahi,10,Bogra,67,Nandigram,02,Ward No-02,2127
268.,50,Rajshahi,10,Bogra,67,Nandigram,03,Ward No-03,2233
269.,50,Rajshahi,10,Bogra,67,Nandigram,04,Ward No-04,2099
270.,50,Rajshahi,10,Bogra,67,Nandigram,05,Ward No-05,1170
271.,50,Rajshahi,10,Bogra,67,Nandigram,06,Ward No-06,1991
272.,50,Rajshahi,10,Bogra,67,Nandigram,07,Ward No-07,2508
273.,50,Rajshahi,10,Bogra,67,Nandigram,08,Ward No-08,2358
274.,50,Rajshahi,10,Bogra,67,Nandigram,09,Ward No-09,1511
275.,50,Rajshahi,10,Bogra,81,Sariakandi,01,Ward No-01,2567
276.,50,Rajshahi,10,Bogra,81,Sariakandi,02,Ward No-02,2404
277.,50,Rajshahi,10,Bogra,81,Sariakandi,03,Ward No-03,2010
278.,50,Rajshahi,10,Bogra,81,Sariakandi,04,Ward No-04,2304
279.,50,Rajshahi,10,Bogra,81,Sariakandi,05,Ward No-05,2141
280.,50,Rajshahi,10,Bogra,81,Sariakandi,06,Ward No-06,2065
281.,50,Rajshahi,10,Bogra,81,Sariakandi,07,Ward No-07,2343
282.,50,Rajshahi,10,Bogra,81,Sariakandi,08,Ward No-08,1187
283.,50,Rajshahi,10,Bogra,81,Sariakandi,09,Ward No-09,1522
284.,50,Rajshahi,10,Bogra,85,Shajahanpur,13,Ward No-13,28720
285.,50,Rajshahi,10,Bogra,85,Shajahanpur,14,Ward No-14 (Part) Bogra Psa,3456
286.,50,Rajshahi,10,Bogra,85,Shajahanpur,21,Ward No-21 (Part) Bogra Psa,18410
287.,50,Rajshahi,10,Bogra,88,Sherpur,01,Ward No-01,2311
288.,50,Rajshahi,10,Bogra,88,Sherpur,02,Ward No-02,2188
289.,50,Rajshahi,10,Bogra,88,Sherpur,03,Ward No-03,2668
290.,50,Rajshahi,10,Bogra,88,Sherpur,04,Ward No-04,3319
291.,50,Rajshahi,10,Bogra,88,Sherpur,05,Ward No-05,2670
292.,50,Rajshahi,10,Bogra,88,Sherpur,06,Ward No-06,3614
293.,50,Rajshahi,10,Bogra,88,Sherpur,07,Ward No-07,3517
294.,50,Rajshahi,10,Bogra,88,Sherpur,08,Ward No-08,2137
295.,50,Rajshahi,10,Bogra,88,Sherpur,09,Ward No-09,2728
296.,50,Rajshahi,10,Bogra,94,Shibganj,01,Ward No-01,3770
297.,50,Rajshahi,10,Bogra,94,Shibganj,02,Ward No-02,2120
298.,50,Rajshahi,10,Bogra,94,Shibganj,03,Ward No-03,1502
299.,50,Rajshahi,10,Bogra,94,Shibganj,04,Ward No-04,2585
300.,50,Rajshahi,10,Bogra,94,Shibganj,05,Ward No-05,1622
301.,50,Rajshahi,10,Bogra,94,Shibganj,06,Ward No-06,1986
302.,50,Rajshahi,10,Bogra,94,Shibganj,07,Ward No-07,3614
303.,50,Rajshahi,10,Bogra,94,Shibganj,08,Ward No-08,2198
304.,50,Rajshahi,10,Bogra,94,Shibganj,09,Ward No-09,2246
305.,50,Rajshahi,10,Bogra,95,Sonatola,01,Ward No-01,1840
306.,50,Rajshahi,10,Bogra,95,Sonatola,02,Ward No-02,2875
307.,50,Rajshahi,10,Bogra,95,Sonatola,03,Ward No-03,2694
308.,50,Rajshahi,10,Bogra,95,Sonatola,04,Ward No-04,3127
309.,50,Rajshahi,10,Bogra,95,Sonatola,05,Ward No-05,2762
310.,50,Rajshahi,10,Bogra,95,Sonatola,06,Ward No-06,3232
311.,50,Rajshahi,10,Bogra,95,Sonatola,07,Ward No-07,2750
312.,50,Rajshahi,10,Bogra,95,Sonatola,08,Ward No-08,3060
313.,50,Rajshahi,10,Bogra,95,Sonatola,09,Ward No-09,2380
314.,20,Chittagong,12,Brahmanbaria,02,Akhaura,01,Ward No-01,5137
315.,20,Chittagong,12,Brahmanbaria,02,Akhaura,02,Ward No-02,3181
316.,20,Chittagong,12,Brahmanbaria,02,Akhaura,03,Ward No-03,3334
317.,20,Chittagong,12,Brahmanbaria,02,Akhaura,04,Ward No-04,3830
318.,20,Chittagong,12,Brahmanbaria,02,Akhaura,05,Ward No-05,2958
319.,20,Chittagong,12,Brahmanbaria,02,Akhaura,06,Ward No-06,5800
320.,20,Chittagong,12,Brahmanbaria,02,Akhaura,07,Ward No-07,3767
321.,20,Chittagong,12,Brahmanbaria,02,Akhaura,08,Ward No-08,5158
322.,20,Chittagong,12,Brahmanbaria,02,Akhaura,09,Ward No-09,3097
323.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,01,Ward No-01,17514
324.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,02,Ward No-02,12633
325.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,03,Ward No-03,13651
326.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,04,Ward No-04,10230
327.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,05,Ward No-05,13093
328.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,06,Ward No-06,13195
329.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,07,Ward No-07,13421
330.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,08,Ward No-08,11540
331.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,09,Ward No-09,18530
332.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,10,Ward No-10,18584
333.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,11,Ward No-11,15884
334.,20,Chittagong,12,Brahmanbaria,13,Brahmanbaria Sadar,12,Ward No-12,13742
335.,20,Chittagong,12,Brahmanbaria,63,Kasba,01,Ward No-01,3688
336.,20,Chittagong,12,Brahmanbaria,63,Kasba,02,Ward No-02,5051
337.,20,Chittagong,12,Brahmanbaria,63,Kasba,03,Ward No-03,3377
338.,20,Chittagong,12,Brahmanbaria,63,Kasba,04,Ward No-04,4456
339.,20,Chittagong,12,Brahmanbaria,63,Kasba,05,Ward No-05,5332
340.,20,Chittagong,12,Brahmanbaria,63,Kasba,06,Ward No-06,4420
341.,20,Chittagong,12,Brahmanbaria,63,Kasba,07,Ward No-07,3974
342.,20,Chittagong,12,Brahmanbaria,63,Kasba,08,Ward No-08,4784
343.,20,Chittagong,12,Brahmanbaria,63,Kasba,09,Ward No-09,5334
344.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,01,Ward No-01,5163
345.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,02,Ward No-02,7339
346.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,03,Ward No-03,7892
347.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,04,Ward No-04,6428
348.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,05,Ward No-05,6494
349.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,06,Ward No-06,3662
350.,20,Chittagong,12,Brahmanbaria,85,Nabinagar,07,Ward No-07,4099
