SL,Division Code,Division Name,District Code,District Name,Upazilla Code,Upazilla Name,Union code,Union name,Total Population
1966.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,15,Ward No-15,10223
1967.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,16,Ward No-16,9929
1968.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,17,Ward No-17,13957
1969.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,18,Ward No-18,16052
1970.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,19,Ward No-19,18262
1971.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,20,Ward No-20,12310
1972.,30,Dhaka,61,Mymensingh,52,Mymensingh Sadar,21,Ward No-21,8729
1973.,30,Dhaka,61,Mymensingh,65,Muktagachha,01,Ward No-01,8140
1974.,30,Dhaka,61,Mymensingh,65,Muktagachha,02,Ward No-02,6444
1975.,30,Dhaka,61,Mymensingh,65,Muktagachha,03,Ward No-03,3136
1976.,30,Dhaka,61,Mymensingh,65,Muktagachha,04,Ward No-04,4319
1977.,30,Dhaka,61,Mymensingh,65,Muktagachha,05,Ward No-05,6203
1978.,30,Dhaka,61,Mymensingh,65,Muktagachha,06,Ward No-06,6902
1979.,30,Dhaka,61,Mymensingh,65,Muktagachha,07,Ward No-07,5249
1980.,30,Dhaka,61,Mymensingh,65,Muktagachha,08,Ward No-08,5590
1981.,30,Dhaka,61,Mymensingh,65,Muktagachha,09,Ward No-09,3932
1982.,30,Dhaka,61,Mymensingh,72,Nandail,01,Ward No-01,3109
1983.,30,Dhaka,61,Mymensingh,72,Nandail,02,Ward No-02,4198
1984.,30,Dhaka,61,Mymensingh,72,Nandail,03,Ward No-03,1980
1985.,30,Dhaka,61,Mymensingh,72,Nandail,04,Ward No-04,2338
1986.,30,Dhaka,61,Mymensingh,72,Nandail,05,Ward No-05,5104
1987.,30,Dhaka,61,Mymensingh,72,Nandail,06,Ward No-06,2672
1988.,30,Dhaka,61,Mymensingh,72,Nandail,07,Ward No-07,4943
1989.,30,Dhaka,61,Mymensingh,72,Nandail,08,Ward No-08,5180
1990.,30,Dhaka,61,Mymensingh,72,Nandail,09,Ward No-09,3784
1991.,30,Dhaka,61,Mymensingh,81,Phulpur,01,Ward No-01,3136
1992.,30,Dhaka,61,Mymensingh,81,Phulpur,02,Ward No-02,1649
1993.,30,Dhaka,61,Mymensingh,81,Phulpur,03,Ward No-03,1266
1994.,30,Dhaka,61,Mymensingh,81,Phulpur,04,Ward No-04,3136
1995.,30,Dhaka,61,Mymensingh,81,Phulpur,05,Ward No-05,2953
1996.,30,Dhaka,61,Mymensingh,81,Phulpur,06,Ward No-06,1992
1997.,30,Dhaka,61,Mymensingh,81,Phulpur,07,Ward No-07,3774
1998.,30,Dhaka,61,Mymensingh,81,Phulpur,08,Ward No-08,4258
1999.,30,Dhaka,61,Mymensingh,81,Phulpur,09,Ward No-09,3464
2000.,30,Dhaka,61,Mymensingh,94,Trishal,01,Ward No-01,3001
2001.,30,Dhaka,61,Mymensingh,94,Trishal,02,Ward No-02,4606
2002.,30,Dhaka,61,Mymensingh,94,Trishal,03,Ward No-03,4288
2003.,30,Dhaka,61,Mymensingh,94,Trishal,04,Ward No-04,3278
2004.,30,Dhaka,61,Mymensingh,94,Trishal,05,Ward No-05,2836
2005.,30,Dhaka,61,Mymensingh,94,Trishal,06,Ward No-06,3806
2006.,30,Dhaka,61,Mymensingh,94,Trishal,07,Ward No-07,2725
2007.,30,Dhaka,61,Mymensingh,94,Trishal,08,Ward No-08,5229
2008.,30,Dhaka,61,Mymensingh,94,Trishal,09,Ward No-09,4978
2009.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,01,Ward No-01,1788
2010.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,02,Ward No-02,1967
2011.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,03,Ward No-03,2109
2012.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,04,Ward No-04,1084
2013.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,05,Ward No-05,1726
2014.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,06,Ward No-06,1270
2015.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,07,Ward No-07,1594
2016.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,08,Ward No-08,1525
2017.,50,Rajshahi,64,Naogaon,28,Dhamoirhat,09,Ward No-09,1943
2018.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,01,Ward No-01,21141
2019.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,02,Ward No-02,18465
2020.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,03,Ward No-03,14325
2021.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,04,Ward No-04,16738
2022.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,05,Ward No-05,14747
2023.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,06,Ward No-06,15193
2024.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,07,Ward No-07,17422
2025.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,08,Ward No-08,15660
2026.,50,Rajshahi,64,Naogaon,60,Naogaon Sadar,09,Ward No-09,16858
2027.,50,Rajshahi,64,Naogaon,75,Patnitala,01,Ward No-01,1430
2028.,50,Rajshahi,64,Naogaon,75,Patnitala,02,Ward No-02,1611
2029.,50,Rajshahi,64,Naogaon,75,Patnitala,03,Ward No-03,4729
2030.,50,Rajshahi,64,Naogaon,75,Patnitala,04,Ward No-04,2322
2031.,50,Rajshahi,64,Naogaon,75,Patnitala,05,Ward No-05,2092
2032.,50,Rajshahi,64,Naogaon,75,Patnitala,06,Ward No-06,3184
2033.,50,Rajshahi,64,Naogaon,75,Patnitala,07,Ward No-07,3064
2034.,50,Rajshahi,64,Naogaon,75,Patnitala,08,Ward No-08,1525
2035.,50,Rajshahi,64,Naogaon,75,Patnitala,09,Ward No-09,1713
2036.,40,Khulna,65,Narail,28,Kalia,01,Ward No-01,1906
2037.,40,Khulna,65,Narail,28,Kalia,02,Ward No-02,3020
2038.,40,Khulna,65,Narail,28,Kalia,03,Ward No-03,2267
2039.,40,Khulna,65,Narail,28,Kalia,04,Ward No-04,1842
2040.,40,Khulna,65,Narail,28,Kalia,05,Ward No-05,2077
2041.,40,Khulna,65,Narail,28,Kalia,06,Ward No-06,1859
2042.,40,Khulna,65,Narail,28,Kalia,07,Ward No-07,1962
2043.,40,Khulna,65,Narail,28,Kalia,08,Ward No-08,2329
2044.,40,Khulna,65,Narail,28,Kalia,09,Ward No-09,2416
2045.,40,Khulna,65,Narail,52,Lohagara,01,Ward No-01,2467
2046.,40,Khulna,65,Narail,52,Lohagara,02,Ward No-02,3133
2047.,40,Khulna,65,Narail,52,Lohagara,03,Ward No-03,2486
2048.,40,Khulna,65,Narail,52,Lohagara,04,Ward No-04,3595
2049.,40,Khulna,65,Narail,52,Lohagara,05,Ward No-05,2587
2050.,40,Khulna,65,Narail,52,Lohagara,06,Ward No-06,2925
2051.,40,Khulna,65,Narail,52,Lohagara,07,Ward No-07,3174
2052.,40,Khulna,65,Narail,52,Lohagara,08,Ward No-08,2961
2053.,40,Khulna,65,Narail,52,Lohagara,09,Ward No-09,1962
2054.,40,Khulna,65,Narail,76,Narail Sadar,01,Ward No-01,2969
2055.,40,Khulna,65,Narail,76,Narail Sadar,02,Ward No-02,3261
2056.,40,Khulna,65,Narail,76,Narail Sadar,03,Ward No-03,6142
2057.,40,Khulna,65,Narail,76,Narail Sadar,04,Ward No-04,6384
2058.,40,Khulna,65,Narail,76,Narail Sadar,05,Ward No-05,7053
2059.,40,Khulna,65,Narail,76,Narail Sadar,06,Ward No-06,5901
2060.,40,Khulna,65,Narail,76,Narail Sadar,07,Ward No-07,5053
2061.,40,Khulna,65,Narail,76,Narail Sadar,08,Ward No-08,2423
2062.,40,Khulna,65,Narail,76,Narail Sadar,09,Ward No-09,3113
2063.,30,Dhaka,67,Narayanganj,04,Sonargaon,01,Ward No-01,3860
2064.,30,Dhaka,67,Narayanganj,04,Sonargaon,02,Ward No-02,3605
2065.,30,Dhaka,67,Narayanganj,04,Sonargaon,03,Ward No-03,3899
2066.,30,Dhaka,67,Narayanganj,04,Sonargaon,04,Ward No-04,2139
2067.,30,Dhaka,67,Narayanganj,04,Sonargaon,05,Ward No-05,3289
2068.,30,Dhaka,67,Narayanganj,04,Sonargaon,06,Ward No-06,2319
2069.,30,Dhaka,67,Narayanganj,04,Sonargaon,07,Ward No-07,4847
2070.,30,Dhaka,67,Narayanganj,04,Sonargaon,08,Ward No-08,4293
2071.,30,Dhaka,67,Narayanganj,04,Sonargaon,09,Ward No-09,4545
2072.,30,Dhaka,67,Narayanganj,06,Bandar,01,Ward No-01,11822
2073.,30,Dhaka,67,Narayanganj,06,Bandar,02,Ward No-02,17694
2074.,30,Dhaka,67,Narayanganj,06,Bandar,03,Ward No-03,22176
2075.,30,Dhaka,67,Narayanganj,06,Bandar,04,Ward No-04,30728
2076.,30,Dhaka,67,Narayanganj,06,Bandar,05,Ward No-05,30572
2077.,30,Dhaka,67,Narayanganj,06,Bandar,06,Ward No-06,20308
2078.,30,Dhaka,67,Narayanganj,06,Bandar,07,Ward No-07,12636
2079.,30,Dhaka,67,Narayanganj,06,Bandar,08,Ward No-08,6812
2080.,30,Dhaka,67,Narayanganj,06,Bandar,09,Ward No-09,13543
2081.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,01,Ward No-01,20489
2082.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,02,Ward No-02,24550
2083.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,03,Ward No-03,40187
2084.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,04,Ward No-04,47079
2085.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,05,Ward No-05,29431
2086.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,06,Ward No-06,24096
2087.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,07,Ward No-07,34496
2088.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,08,Ward No-08,35518
2089.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,09,Ward No-09,30484
2090.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,11,Ward No-01 (Siddirganj),36592
2091.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,12,Ward No-02,25585
2092.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,13,Ward No-03,35947
2093.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,14,Ward No-04,23385
2094.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,15,Ward No-05,18421
2095.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,16,Ward No-06,25100
2096.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,17,Ward No-07,21888
2097.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,18,Ward No-08,42704
2098.,30,Dhaka,67,Narayanganj,58,Narayanganj Sadar,19,Ward No-09,27138
2099.,30,Dhaka,67,Narayanganj,68,Rupganj,01,Ward No-01 (Kanchan),4604
2100.,30,Dhaka,67,Narayanganj,68,Rupganj,02,Ward No-02,6113
2101.,30,Dhaka,67,Narayanganj,68,Rupganj,03,Ward No-03,3415
2102.,30,Dhaka,67,Narayanganj,68,Rupganj,04,Ward No-04,6797
2103.,30,Dhaka,67,Narayanganj,68,Rupganj,05,Ward No-05,6916
2104.,30,Dhaka,67,Narayanganj,68,Rupganj,06,Ward No-06,7636
2105.,30,Dhaka,67,Narayanganj,68,Rupganj,07,Ward No-07,5816
2106.,30,Dhaka,67,Narayanganj,68,Rupganj,08,Ward No-08,4249
2107.,30,Dhaka,67,Narayanganj,68,Rupganj,09,Ward No-09,3922
2108.,30,Dhaka,67,Narayanganj,68,Rupganj,11,Ward No-01 (Tarabo),8168
2109.,30,Dhaka,67,Narayanganj,68,Rupganj,12,Ward No-02,3532
2110.,30,Dhaka,67,Narayanganj,68,Rupganj,13,Ward No-03,12398
2111.,30,Dhaka,67,Narayanganj,68,Rupganj,14,Ward No-04,15264
2112.,30,Dhaka,67,Narayanganj,68,Rupganj,15,Ward No-05,17070
2113.,30,Dhaka,67,Narayanganj,68,Rupganj,16,Ward No-06,19989
2114.,30,Dhaka,67,Narayanganj,68,Rupganj,17,Ward No-07,12833
2115.,30,Dhaka,67,Narayanganj,68,Rupganj,18,Ward No-08,20065
2116.,30,Dhaka,67,Narayanganj,68,Rupganj,19,Ward No-09,41390
2117.,30,Dhaka,68,Narsingdi,52,Manohardi,01,Ward No-01,1156
2118.,30,Dhaka,68,Narsingdi,52,Manohardi,02,Ward No-02,1830
2119.,30,Dhaka,68,Narsingdi,52,Manohardi,03,Ward No-03,1808
2120.,30,Dhaka,68,Narsingdi,52,Manohardi,04,Ward No-04,2752
2121.,30,Dhaka,68,Narsingdi,52,Manohardi,05,Ward No-05,1522
2122.,30,Dhaka,68,Narsingdi,52,Manohardi,06,Ward No-06,2283
2123.,30,Dhaka,68,Narsingdi,52,Manohardi,07,Ward No-07,3474
2124.,30,Dhaka,68,Narsingdi,52,Manohardi,08,Ward No-08,1360
2125.,30,Dhaka,68,Narsingdi,52,Manohardi,09,Ward No-09,1450
2126.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,01,Ward No-01 (Madhabdi),4452
2127.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,02,Ward No-02,6273
2128.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,03,Ward No-03,4625
2129.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,04,Ward No-04,5950
2130.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,05,Ward No-05,6371
2131.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,06,Ward No-06,5969
2132.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,07,Ward No-07,5723
2133.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,08,Ward No-08,3375
2134.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,09,Ward No-09,6845
2135.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,11,Ward No-01 (Narsingdi),28733
2136.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,12,Ward No-02,15340
2137.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,13,Ward No-03,19510
2138.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,14,Ward No-04,12248
2139.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,15,Ward No-05,12963
2140.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,16,Ward No-06,16547
2141.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,17,Ward No-07,11191
2142.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,18,Ward No-08,12165
2143.,30,Dhaka,68,Narsingdi,60,Narsingdi Sadar,19,Ward No-09,17418
2144.,30,Dhaka,68,Narsingdi,63,Palash,01,Ward No-01,13132
2145.,30,Dhaka,68,Narsingdi,63,Palash,02,Ward No-02,10878
2146.,30,Dhaka,68,Narsingdi,63,Palash,03,Ward No-03,13972
2147.,30,Dhaka,68,Narsingdi,63,Palash,04,Ward No-04,11514
2148.,30,Dhaka,68,Narsingdi,63,Palash,05,Ward No-05,4660
2149.,30,Dhaka,68,Narsingdi,63,Palash,06,Ward No-06,5905
2150.,30,Dhaka,68,Narsingdi,63,Palash,07,Ward No-07,13583
2151.,30,Dhaka,68,Narsingdi,63,Palash,08,Ward No-08,5942
2152.,30,Dhaka,68,Narsingdi,63,Palash,09,Ward No-09,6363
2153.,30,Dhaka,68,Narsingdi,64,Roypura,01,Ward No-01,3655
2154.,30,Dhaka,68,Narsingdi,64,Roypura,02,Ward No-02,4120
2155.,30,Dhaka,68,Narsingdi,64,Roypura,03,Ward No-03,4347
2156.,30,Dhaka,68,Narsingdi,64,Roypura,04,Ward No-04,3811
2157.,30,Dhaka,68,Narsingdi,64,Roypura,05,Ward No-05,2764
2158.,30,Dhaka,68,Narsingdi,64,Roypura,06,Ward No-06,2945
2159.,30,Dhaka,68,Narsingdi,64,Roypura,07,Ward No-07,4698
2160.,30,Dhaka,68,Narsingdi,64,Roypura,08,Ward No-08,4489
2161.,30,Dhaka,68,Narsingdi,64,Roypura,09,Ward No-09,4075
2162.,30,Dhaka,68,Narsingdi,76,Shibpur,01,Ward No-01,2422
2163.,30,Dhaka,68,Narsingdi,76,Shibpur,02,Ward No-02,2555
2164.,30,Dhaka,68,Narsingdi,76,Shibpur,03,Ward No-03,1958
2165.,30,Dhaka,68,Narsingdi,76,Shibpur,04,Ward No-04,3766
2166.,30,Dhaka,68,Narsingdi,76,Shibpur,05,Ward No-05,2501
2167.,30,Dhaka,68,Narsingdi,76,Shibpur,06,Ward No-06,2099
2168.,30,Dhaka,68,Narsingdi,76,Shibpur,07,Ward No-07,1441
2169.,30,Dhaka,68,Narsingdi,76,Shibpur,08,Ward No-08,1726
2170.,30,Dhaka,68,Narsingdi,76,Shibpur,09,Ward No-09,1804
2171.,50,Rajshahi,69,Natore,09,Bagatipara,01,Ward No-01,1069
2172.,50,Rajshahi,69,Natore,09,Bagatipara,02,Ward No-02,925
2173.,50,Rajshahi,69,Natore,09,Bagatipara,03,Ward No-03,909
2174.,50,Rajshahi,69,Natore,09,Bagatipara,04,Ward No-04,1298
2175.,50,Rajshahi,69,Natore,09,Bagatipara,05,Ward No-05,1067
2176.,50,Rajshahi,69,Natore,09,Bagatipara,06,Ward No-06,1047
2177.,50,Rajshahi,69,Natore,09,Bagatipara,07,Ward No-07,1432
2178.,50,Rajshahi,69,Natore,09,Bagatipara,08,Ward No-08,1446
2179.,50,Rajshahi,69,Natore,09,Bagatipara,09,Ward No-09,782
2180.,50,Rajshahi,69,Natore,15,Baraigram,01,Ward No-01,2775
2181.,50,Rajshahi,69,Natore,15,Baraigram,02,Ward No-02,3672
2182.,50,Rajshahi,69,Natore,15,Baraigram,03,Ward No-03,2251
2183.,50,Rajshahi,69,Natore,15,Baraigram,04,Ward No-04,1104
2184.,50,Rajshahi,69,Natore,15,Baraigram,05,Ward No-05,1350
2185.,50,Rajshahi,69,Natore,15,Baraigram,06,Ward No-06,2364
2186.,50,Rajshahi,69,Natore,15,Baraigram,07,Ward No-07,3021
2187.,50,Rajshahi,69,Natore,15,Baraigram,08,Ward No-08,3032
2188.,50,Rajshahi,69,Natore,15,Baraigram,09,Ward No-09,2678
2189.,50,Rajshahi,69,Natore,15,Baraigram,11,Ward No-01,1997
2190.,50,Rajshahi,69,Natore,15,Baraigram,12,Ward No-02,2084
2191.,50,Rajshahi,69,Natore,15,Baraigram,13,Ward No-03,1912
2192.,50,Rajshahi,69,Natore,15,Baraigram,14,Ward No-04,1406
2193.,50,Rajshahi,69,Natore,15,Baraigram,15,Ward No-05,1684
2194.,50,Rajshahi,69,Natore,15,Baraigram,16,Ward No-06,2279
2195.,50,Rajshahi,69,Natore,15,Baraigram,17,Ward No-07,1578
2196.,50,Rajshahi,69,Natore,15,Baraigram,18,Ward No-08,2605
2197.,50,Rajshahi,69,Natore,15,Baraigram,19,Ward No-09,1731
2198.,50,Rajshahi,69,Natore,41,Gurudaspur,01,Ward No-01,4434
2199.,50,Rajshahi,69,Natore,41,Gurudaspur,02,Ward No-02,2827
2200.,50,Rajshahi,69,Natore,41,Gurudaspur,03,Ward No-03,4259
2201.,50,Rajshahi,69,Natore,41,Gurudaspur,04,Ward No-04,4454
2202.,50,Rajshahi,69,Natore,41,Gurudaspur,05,Ward No-05,3488
2203.,50,Rajshahi,69,Natore,41,Gurudaspur,06,Ward No-06,2517
2204.,50,Rajshahi,69,Natore,41,Gurudaspur,07,Ward No-07,4171
2205.,50,Rajshahi,69,Natore,41,Gurudaspur,08,Ward No-08,3791
2206.,50,Rajshahi,69,Natore,41,Gurudaspur,09,Ward No-09,2866
2207.,50,Rajshahi,69,Natore,44,Lalpur,01,Ward No-01,2285
2208.,50,Rajshahi,69,Natore,44,Lalpur,02,Ward No-02,2126
2209.,50,Rajshahi,69,Natore,44,Lalpur,03,Ward No-03,2455
2210.,50,Rajshahi,69,Natore,44,Lalpur,04,Ward No-04,2617
2211.,50,Rajshahi,69,Natore,44,Lalpur,05,Ward No-05,2886
2212.,50,Rajshahi,69,Natore,44,Lalpur,06,Ward No-06,2043
2213.,50,Rajshahi,69,Natore,44,Lalpur,07,Ward No-07,1891
2214.,50,Rajshahi,69,Natore,44,Lalpur,08,Ward No-08,2910
2215.,50,Rajshahi,69,Natore,44,Lalpur,09,Ward No-09,1829
2216.,50,Rajshahi,69,Natore,63,Natore Sadar,01,Ward No-01,8688
2217.,50,Rajshahi,69,Natore,63,Natore Sadar,02,Ward No-02,8991
2218.,50,Rajshahi,69,Natore,63,Natore Sadar,03,Ward No-03,11536
2219.,50,Rajshahi,69,Natore,63,Natore Sadar,04,Ward No-04,7879
2220.,50,Rajshahi,69,Natore,63,Natore Sadar,05,Ward No-05,9740
2221.,50,Rajshahi,69,Natore,63,Natore Sadar,06,Ward No-06,7979
2222.,50,Rajshahi,69,Natore,63,Natore Sadar,07,Ward No-07,8209
2223.,50,Rajshahi,69,Natore,63,Natore Sadar,08,Ward No-08,9214
2224.,50,Rajshahi,69,Natore,63,Natore Sadar,09,Ward No-09,8967
2225.,50,Rajshahi,69,Natore,63,Natore Sadar,11,Ward No-01,1510
2226.,50,Rajshahi,69,Natore,63,Natore Sadar,12,Ward No-02,262
2227.,50,Rajshahi,69,Natore,63,Natore Sadar,13,Ward No-03,971
2228.,50,Rajshahi,69,Natore,63,Natore Sadar,14,Ward No-04,1464
2229.,50,Rajshahi,69,Natore,63,Natore Sadar,15,Ward No-05,2154
2230.,50,Rajshahi,69,Natore,63,Natore Sadar,16,Ward No-06,1406
2231.,50,Rajshahi,69,Natore,63,Natore Sadar,17,Ward No-07,953
2232.,50,Rajshahi,69,Natore,63,Natore Sadar,18,Ward No-08,691
2233.,50,Rajshahi,69,Natore,63,Natore Sadar,19,Ward No-09,855
2234.,50,Rajshahi,69,Natore,91,Singra,01,Ward No-01,2952
2235.,50,Rajshahi,69,Natore,91,Singra,02,Ward No-02,2705
2236.,50,Rajshahi,69,Natore,91,Singra,03,Ward No-03,2932
2237.,50,Rajshahi,69,Natore,91,Singra,04,Ward No-04,4734
2238.,50,Rajshahi,69,Natore,91,Singra,05,Ward No-05,1909
2239.,50,Rajshahi,69,Natore,91,Singra,06,Ward No-06,2414
2240.,50,Rajshahi,69,Natore,91,Singra,07,Ward No-07,2742
2241.,50,Rajshahi,69,Natore,91,Singra,08,Ward No-08,4730
2242.,50,Rajshahi,69,Natore,91,Singra,09,Ward No-09,3343
2243.,50,Rajshahi,69,Natore,91,Singra,10,Ward No-10,1248
2244.,50,Rajshahi,69,Natore,91,Singra,11,Ward No-11,2041
2245.,50,Rajshahi,69,Natore,91,Singra,22,Ward No-12,1442
2246.,30,Dhaka,72,Netrakona,18,Durgapur,01,Ward No-01,2466
2247.,30,Dhaka,72,Netrakona,18,Durgapur,02,Ward No-02,3219
2248.,30,Dhaka,72,Netrakona,18,Durgapur,03,Ward No-03,2956
2249.,30,Dhaka,72,Netrakona,18,Durgapur,04,Ward No-04,1778
2250.,30,Dhaka,72,Netrakona,18,Durgapur,05,Ward No-05,4217
2251.,30,Dhaka,72,Netrakona,18,Durgapur,06,Ward No-06,2795
2252.,30,Dhaka,72,Netrakona,18,Durgapur,07,Ward No-07,2922
2253.,30,Dhaka,72,Netrakona,18,Durgapur,08,Ward No-08,2491
2254.,30,Dhaka,72,Netrakona,18,Durgapur,09,Ward No-09,1462
2255.,30,Dhaka,72,Netrakona,47,Kendua,01,Ward No-01,1716
2256.,30,Dhaka,72,Netrakona,47,Kendua,02,Ward No-02,2598
2257.,30,Dhaka,72,Netrakona,47,Kendua,03,Ward No-03,3052
2258.,30,Dhaka,72,Netrakona,47,Kendua,04,Ward No-04,2662
2259.,30,Dhaka,72,Netrakona,47,Kendua,05,Ward No-05,3883
2260.,30,Dhaka,72,Netrakona,47,Kendua,06,Ward No-06,1141
2261.,30,Dhaka,72,Netrakona,47,Kendua,07,Ward No-07,936
2262.,30,Dhaka,72,Netrakona,47,Kendua,08,Ward No-08,4506
2263.,30,Dhaka,72,Netrakona,47,Kendua,09,Ward No-09,1869
2264.,30,Dhaka,72,Netrakona,56,Madan,01,Ward No-01,665
2265.,30,Dhaka,72,Netrakona,56,Madan,02,Ward No-02,1006
2266.,30,Dhaka,72,Netrakona,56,Madan,03,Ward No-03,3348
2267.,30,Dhaka,72,Netrakona,56,Madan,04,Ward No-04,900
2268.,30,Dhaka,72,Netrakona,56,Madan,05,Ward No-05,2011
2269.,30,Dhaka,72,Netrakona,56,Madan,06,Ward No-06,1811
2270.,30,Dhaka,72,Netrakona,56,Madan,07,Ward No-07,4649
2271.,30,Dhaka,72,Netrakona,56,Madan,08,Ward No-08,1666
2272.,30,Dhaka,72,Netrakona,56,Madan,09,Ward No-09,1332
2273.,30,Dhaka,72,Netrakona,63,Mohanganj,01,Ward No-01,4330
2274.,30,Dhaka,72,Netrakona,63,Mohanganj,02,Ward No-02,3463
2275.,30,Dhaka,72,Netrakona,63,Mohanganj,03,Ward No-03,1352
2276.,30,Dhaka,72,Netrakona,63,Mohanganj,04,Ward No-04,2541
2277.,30,Dhaka,72,Netrakona,63,Mohanganj,05,Ward No-05,2586
2278.,30,Dhaka,72,Netrakona,63,Mohanganj,06,Ward No-06,2218
2279.,30,Dhaka,72,Netrakona,63,Mohanganj,07,Ward No-07,4474
2280.,30,Dhaka,72,Netrakona,63,Mohanganj,08,Ward No-08,3727
2281.,30,Dhaka,72,Netrakona,63,Mohanganj,09,Ward No-09,2502
2282.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,01,Ward No-01,13175
2283.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,02,Ward No-02,8659
2284.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,03,Ward No-03,9392
2285.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,04,Ward No-04,8165
2286.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,05,Ward No-05,8780
2287.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,06,Ward No-06,5555
2288.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,07,Ward No-07,11331
2289.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,08,Ward No-08,10837
2290.,30,Dhaka,72,Netrakona,74,Netrokona Sadar,09,Ward No-09,16042
2291.,55,Rangpur,73,Nilphamari,15,Domar,01,Ward No-01,2646
2292.,55,Rangpur,73,Nilphamari,15,Domar,02,Ward No-02,722
2293.,55,Rangpur,73,Nilphamari,15,Domar,03,Ward No-03,1449
2294.,55,Rangpur,73,Nilphamari,15,Domar,04,Ward No-04,3090
2295.,55,Rangpur,73,Nilphamari,15,Domar,05,Ward No-05,1313
2296.,55,Rangpur,73,Nilphamari,15,Domar,06,Ward No-06,2108
2297.,55,Rangpur,73,Nilphamari,15,Domar,07,Ward No-07,1821
2298.,55,Rangpur,73,Nilphamari,15,Domar,08,Ward No-08,2064
2299.,55,Rangpur,73,Nilphamari,15,Domar,09,Ward No-09,1814
2300.,55,Rangpur,73,Nilphamari,36,Jaldhaka,01,Ward No-01,4287
2301.,55,Rangpur,73,Nilphamari,36,Jaldhaka,02,Ward No-02,5472
2302.,55,Rangpur,73,Nilphamari,36,Jaldhaka,03,Ward No-03,4473
2303.,55,Rangpur,73,Nilphamari,36,Jaldhaka,04,Ward No-04,3629
2304.,55,Rangpur,73,Nilphamari,36,Jaldhaka,05,Ward No-05,6719
